company_id,Recency,Frequency,Monetary
278,393,1,3485.0091922107345
279,418,1,2255.8942349965077
281,448,1,7910.764330959486
283,361,1,7242.398199250421
285,438,1,327.0858364607942
286,463,1,7546.131259943786
287,455,1,109.4183619212628
288,437,1,2470.712890164424
289,609,1,548.3737837569524
290,620,1,349.152829344519
291,641,1,334.9334512218553
292,548,1,6291.525498279915
293,440,1,3639.833631038283
294,514,1,6192.439934165848
295,470,1,1113.933635541556
296,527,1,6881.882572668544
297,496,1,2341.9249946429904
299,541,1,9054.433266998358
303,394,1,3463.6380462207608
305,625,1,7793.90445128531
306,435,1,1247.1305648040443
308,501,1,4579.5667632965815
309,343,1,7360.445753508241
310,345,1,6231.210884617582
311,478,1,2457.03995446269
312,504,1,8728.152880913787
314,623,1,2222.8462274633584
316,585,1,4637.7345248130705
318,617,1,981.4814956875368
320,357,1,6132.839319331531
321,579,1,9076.03972404265
322,355,1,6213.754338649559
324,350,1,168.80145100407358
325,434,1,4942.140290805141
327,288,1,3535.79772976429
328,393,1,9723.254216520067
329,365,1,3168.7121462216346
330,387,1,1859.3853208774403
332,625,1,7324.750690625363
334,453,1,7513.70684834989
335,591,1,3863.437993098257
336,311,1,9464.157025494884
337,299,1,4760.695403852888
338,608,1,6612.432374478976
340,362,1,3917.2729600103416
341,564,1,7372.785928422534
342,619,1,580.6354382664066
343,519,1,4826.314909856566
344,420,1,7284.77569342034
345,397,1,4675.932511433142
346,616,1,1811.1812152153343
347,396,1,4684.698635817202
350,362,1,1589.4389117964502
351,455,1,2044.8974168676198
352,398,1,8038.597855588925
354,572,1,9083.488873875298
355,516,1,9469.63450116949
356,463,1,4374.04651452845
357,523,1,6339.340125723871
358,443,1,6559.5347353314655
359,361,1,4847.069907779638
360,305,1,3915.177522041441
361,484,1,6051.347447800206
362,360,1,2772.996775451846
363,476,1,7434.647259460947
366,627,1,7200.577251482422
369,329,1,6536.57497043005
371,293,1,8623.048211025724
372,361,1,5451.675965068696
373,538,1,8979.260630540251
374,366,1,5718.136630725516
375,623,1,4771.343407892036
376,411,1,8821.512476356358
377,363,1,1299.846936662946
378,506,1,9763.44848537007
379,379,1,9388.613673261714
380,431,1,3412.1001612158852
382,312,1,9856.635904124943
383,650,1,7358.686192544522
384,583,1,1078.0332668176793
385,295,1,435.49229688734385
386,608,1,4819.757945249663
388,399,1,4632.390734413835
389,330,1,2138.6141776356467
390,541,1,5196.137984752187
391,561,1,1406.0430428969057
396,311,1,5391.082933716142
398,613,1,8515.934177801892
399,502,1,8020.512918373079
400,507,1,9137.457527779301
402,454,1,6697.460515374511
403,378,1,6499.483634616484
404,304,1,3014.3680789981954
408,609,1,2744.1970250146123
409,569,1,3863.85861677417
410,355,1,7196.900809461144
412,559,1,3674.37193420387
413,478,1,3521.2372151235872
414,451,1,7997.945663325881
415,307,1,6200.156265720658
416,323,1,828.8945020077538
417,624,1,4604.792988002745
420,443,1,4322.528334760295
422,547,1,2863.9074026958388
423,589,1,9788.152645238526
426,636,1,1844.851960521072
427,546,1,1802.7541262446387
428,488,1,5119.702125213243
431,558,1,8900.988841193543
432,628,1,1371.2005240758867
434,536,1,2797.625931326451
438,461,1,2662.414067127982
440,457,1,4036.241102707015
441,345,1,8824.437020405749
442,516,1,9817.2178043762
443,305,1,345.30521686892905
446,559,1,5748.5052846109575
447,414,1,6972.586208175937
449,565,1,2857.877103184944
450,492,1,6247.459882433274
451,505,1,2261.035706581788
452,580,1,6287.831425743147
453,565,1,2023.45831130184
454,639,1,8485.764595955034
455,338,1,6452.967766814436
456,571,1,1638.928727316452
457,532,1,8876.455480435365
458,332,1,5732.609454272891
459,449,1,4808.794813852207
461,432,1,2591.8007432843838
464,371,1,8905.737891785506
465,364,1,1628.9477876376475
466,382,1,8390.565994942146
467,368,1,9343.743739156313
469,376,1,1502.9391622159028
473,328,1,790.3863328802677
474,630,1,265.39511245833495
475,425,1,3473.3612958471385
476,569,1,9855.749072357741
477,517,1,8375.596591692192
478,591,1,9866.646729570266
480,511,1,5693.547957723811
481,647,1,9990.913674803382
482,396,1,7882.9469052472095
483,516,1,460.7949671510321
484,445,1,133.9123171495254
485,513,1,542.386233132039
486,648,1,1760.3219472138182
487,304,1,7362.483128723264
488,370,1,5728.1332812985775
490,578,1,1965.5315952520125
491,344,1,3883.6647982547206
492,433,1,8509.469824355298
493,345,1,6119.696345076099
494,425,1,1051.6123139290257
495,291,1,3131.0549620679353
500,378,1,912.8691135020925
502,362,1,4380.855947594688
506,601,1,7683.508804783431
508,494,1,2626.929180841716
510,338,1,4651.15768187158
511,341,1,6903.314996997599
513,378,1,6085.621749360852
514,309,1,613.757001216218
518,326,1,8791.696406695612
519,599,1,9999.674400181257
520,348,1,6122.489477233655
521,558,1,1210.0257466161765
522,593,1,3251.21718673039
524,316,1,5233.580535956101
525,498,1,9262.764026429253
526,528,1,5760.798008565125
527,489,1,1827.367962459658
528,594,1,6601.893863748055
531,546,1,6554.455429926092
533,451,1,3392.519643198193
537,352,1,9779.881665122357
538,383,1,1135.661336847929
539,326,1,2901.9801082460117
540,614,1,4527.786402284115
542,485,1,2786.2962478387485
543,516,1,2019.6499292067683
545,639,1,1761.1161206643283
546,444,1,2539.318609414029
548,630,1,4302.273720077307
550,317,1,2547.304126918451
551,388,1,6602.21344249027
552,425,1,5336.152943499451
553,390,1,5119.499716654512
555,443,1,9693.752596462355
558,592,1,8380.96476767509
559,596,1,2661.5640045624978
562,415,1,5157.328894166154
563,501,1,2218.05827987873
564,372,1,6297.93663461258
565,648,1,6906.109981221795
566,552,1,7647.639309696831
567,347,1,618.7594086678062
568,309,1,7468.911285012286
569,622,1,8398.338278183364
572,598,1,6284.3903735751755
573,499,1,3360.3929624395705
574,376,1,4767.709789422667
577,299,1,6965.539606333879
580,295,1,4227.309801909792
581,467,1,4620.285459552592
582,623,1,2964.430057561301
583,343,1,8101.930971407593
584,533,1,8747.869166351711
585,310,1,7089.107161454554
586,645,1,3182.8508351740584
587,547,1,7924.182652787752
589,515,1,9255.691444421973
591,470,1,6787.121674934393
592,313,1,1429.4416063117358
593,443,1,7082.065861917088
594,504,1,2376.033403362903
596,393,1,6753.849858338229
599,526,1,5679.090148888709
600,354,1,571.4623237207217
602,587,1,1387.7131163396766
604,632,1,1982.6056301159051
605,360,1,8105.707631933528
606,328,1,9353.130964295398
608,540,1,7326.588244630429
609,514,1,3213.966289255376
610,415,1,322.6332101861926
611,292,1,4857.236874852169
612,305,1,1059.1997021173147
613,609,1,2427.362279928688
614,589,1,4374.953832498556
615,387,1,2386.263625712871
616,561,1,5038.730211312716
618,541,1,3624.5302160600513
620,313,1,4918.2992151497
622,320,1,674.8732020016496
623,378,1,141.4430096700062
625,322,1,9182.736982857716
627,426,1,6740.179346824228
628,427,1,7657.067758106533
630,521,1,5974.3795779580205
631,424,1,1654.6100249731742
632,338,1,9625.656805608683
633,524,1,8414.298743336823
634,357,1,3755.679174412501
638,628,1,2521.85419733634
641,466,1,1770.6375701590894
647,360,1,8005.345153837617
649,297,1,1952.2405206258043
650,327,1,1774.2824368460792
651,518,1,9469.177780395525
652,649,1,2343.0024323875505
653,426,1,5526.952658441845
655,484,1,5566.338082472362
656,368,1,6773.538854000459
657,328,1,7887.3031652685095
658,626,1,4178.65574699832
659,428,1,5298.026902973428
660,404,1,428.2136050549995
661,451,1,3057.7302443801377
662,455,1,3396.9592316186613
663,517,1,6018.675521083033
664,527,1,326.64376629475214
665,558,1,946.0926280366616
667,580,1,5920.349734509972
669,406,1,6357.284921380199
670,312,1,4242.062865664564
672,517,1,309.23187090974386
677,457,1,8443.38588621319
678,439,1,3430.712410833462
679,544,1,8257.531066561303
680,329,1,4854.714862891302
681,550,1,3356.612375342233
682,312,1,7037.869021769439
683,325,1,7515.910906802967
684,569,1,4577.470600229276
686,429,1,2511.9158555935087
688,396,1,1402.3193461377832
689,519,1,3607.0454727395077
691,305,1,382.89576401964285
692,545,1,8679.360125569905
693,645,1,9714.226086195213
694,503,1,3342.533697281504
695,481,1,2310.9003105069532
696,606,1,1782.434831727305
697,652,1,2149.2191524702
699,292,1,1017.7425055865456
700,473,1,2685.3382206593933
701,614,1,3865.942911979219
704,563,1,9531.432279430577
705,578,1,5535.883484758369
706,426,1,4675.645311478135
708,529,1,5241.108994897187
711,309,1,8964.103623585033
712,556,1,7502.784683269187
713,313,1,6757.6107714608315
714,370,1,2411.714830180451
716,446,1,8351.639387289095
718,620,1,5170.874266962875
720,537,1,7393.983261469025
721,299,1,2828.980632294008
722,337,1,8638.420811043436
723,339,1,9543.165401406237
724,474,1,2926.3554727372593
725,479,1,6777.371188199903
728,419,1,1360.7008078416252
732,520,1,3869.6468780758278
733,559,1,5865.9818448564865
734,305,1,9315.926819657454
736,458,1,9494.415331985738
737,467,1,6271.677077791614
738,488,1,4392.963423208448
739,291,1,4478.0203832848865
740,462,1,5519.246216744559
741,648,1,9371.458738200236
744,447,1,9238.50104875579
745,309,1,9579.664553294697
748,426,1,4546.101172661497
749,579,1,3928.451223011217
750,434,1,7174.798335227662
751,626,1,9293.929825390887
752,630,1,2386.2722223339415
754,445,1,8443.711313908396
755,298,1,8546.16904590343
756,562,1,452.1160338937171
759,601,1,1610.4298754360213
760,350,1,3517.507348274948
761,444,1,4087.7410728815285
764,591,1,7852.714702365705
765,349,1,6937.624292099465
766,548,1,561.4614273226557
767,524,1,5285.487412425081
768,325,1,613.7277794809536
769,558,1,8588.380010360217
770,646,1,8119.843205531797
771,479,1,2654.159477667878
772,407,1,7918.884172669813
773,637,1,7074.258512359613
774,483,1,2473.4193231055388
775,486,1,2747.848137382541
776,343,1,6311.646761251307
777,570,1,4462.545844601217
778,432,1,6462.304705535833
779,331,1,8836.06411250132
781,483,1,4498.9535169079445
783,330,1,6523.436327110996
784,538,1,882.4422926469612
786,304,1,8695.479785007718
789,318,1,360.6327657195527
791,423,1,9352.75552586693
792,433,1,9594.621989358628
796,406,1,394.68224146937524
797,552,1,6796.803689194898
798,431,1,4472.117331458308
800,474,1,7143.998893985887
802,478,1,9682.076350779114
803,559,1,7893.845045062565
805,538,1,5501.837363290239
806,491,1,6278.717096404458
807,384,1,2924.468457943077
809,428,1,5149.956447353563
810,419,1,8976.169691391422
811,316,1,4290.704860773737
812,586,1,6539.226520677071
813,527,1,2354.9445418947284
815,514,1,6941.545256533847
816,540,1,5339.964197757373
817,434,1,6574.310216109598
818,497,1,8258.049487697637
819,468,1,4142.826600459788
820,532,1,9507.127594754329
821,331,1,219.77121894203668
822,455,1,959.3705848466062
823,308,1,4886.510906165525
826,362,1,387.6801033169165
829,649,1,5809.296449682044
830,464,1,2969.9651087076504
831,414,1,2578.6803359330006
833,487,1,3995.9678773294672
836,481,1,2065.0442318935497
837,441,1,9841.365090887988
838,308,1,4608.506273630279
839,582,1,7492.80904674826
840,504,1,8676.534907844367
841,368,1,2866.7455658958024
842,537,1,2683.457910234073
843,330,1,1692.686191242987
844,560,1,5334.540495540405
845,550,1,1148.8936394025984
846,295,1,9847.530901149183
847,455,1,5751.059408955275
848,543,1,4295.081498903064
851,323,1,1066.4140219308476
855,552,1,828.2136103575817
856,470,1,7943.7134386144735
857,319,1,8349.399637837843
859,493,1,1321.2546537057522
860,571,1,4152.843201289674
864,617,1,4361.521337331022
866,415,1,5839.368971289449
869,409,1,5803.181551461997
870,402,1,4902.7594851483855
871,398,1,4693.750065225197
872,371,1,5940.47712916411
874,631,1,7504.316046594807
875,423,1,1262.7592081173116
877,499,1,537.7956806425655
879,533,1,3915.6668933792716
883,487,1,9365.479836982087
884,454,1,680.6331859956014
885,306,1,4180.331223843368
886,578,1,7801.495534269204
887,574,1,8594.387483541466
888,334,1,1428.233470629718
890,580,1,6749.567221673653
892,453,1,8661.201153824239
893,351,1,4062.108610667528
894,519,1,515.9649177395249
895,605,1,5909.69178282454
896,465,1,9425.616737510643
899,482,1,119.27353186948562
900,514,1,6340.111542531915
901,410,1,280.40291949536305
902,339,1,515.9117822736284
903,307,1,375.78581605022833
904,527,1,5142.708930727432
905,446,1,1717.7793883618244
906,314,1,1298.2814476650701
907,455,1,1020.9906563744049
908,466,1,8947.031143975044
909,635,1,7857.836035349658
910,455,1,9110.640737630592
911,302,1,2455.7400770115
912,500,1,6390.276245161098
913,521,1,3834.5393700180857
914,327,1,6100.784325379386
915,488,1,487.89625219270283
916,594,1,7951.58604345343
918,475,1,7763.328127560619
919,500,1,9392.485307895357
920,491,1,8049.7863734995
921,299,1,9161.061273968575
922,411,1,8984.952763816202
923,517,1,7049.227835782519
925,417,1,8158.196255708639
926,606,1,2402.233097682438
927,525,1,781.4157497436188
928,315,1,1225.1778802082877
929,495,1,5799.457584260403
930,640,1,7436.442893278263
931,534,1,9913.686177500986
932,350,1,9040.87904410873
933,364,1,3024.8805966162295
934,362,1,5155.976982593917
935,537,1,4815.858111210865
936,565,1,3180.3713218759704
937,528,1,4743.555594049062
938,478,1,2734.032249220633
939,289,1,1871.8938189515045
941,600,1,4816.056242293538
942,542,1,8976.54441133697
943,588,1,2587.1619783644137
945,320,1,841.4033411870122
946,579,1,7768.975037952798
947,506,1,3777.6021939905218
948,392,1,4729.312342729643
949,389,1,5614.383366940307
950,521,1,7705.475501976563
951,604,1,6454.055212805715
952,576,1,1922.340750499442
953,359,1,279.70475164411636
954,536,1,514.4018284645597
955,604,1,1475.2679086872438
956,543,1,2742.8276587025584
958,473,1,2477.3020482304782
959,603,1,656.8137023531408
960,581,1,1434.1805306318706
962,306,1,1198.5638264121426
963,367,1,4543.204726447246
964,649,1,7530.625946965965
965,578,1,4502.0815696293685
966,568,1,9719.511762890825
968,331,1,8479.404120459467
969,632,1,4092.249169663891
970,444,1,7906.6123853486
972,610,1,4878.438214737195
973,624,1,6925.0196227218685
974,309,1,7664.678981497778
977,472,1,2954.367201629733
978,348,1,8553.576915098402
979,550,1,1470.6086161743474
980,387,1,5503.820347243668
982,394,1,5473.139912831176
983,288,1,3973.683692280899
984,419,1,1744.0691151647825
986,307,1,626.009808507927
987,552,1,3610.8537366065466
988,562,1,6548.099549823147
989,584,1,9648.888529751763
990,547,1,3759.359687983412
991,642,1,4074.8322368184286
992,640,1,9070.652077978219
995,548,1,5178.709710739216
996,427,1,2627.375083465633
997,485,1,108.99839387080017
999,363,1,5994.962457115654
1000,553,1,858.2319826853383
1001,435,1,6695.419559721744
1002,346,1,9377.697088182807
1003,308,1,6781.214564131939
1004,442,1,4983.750087649484
1006,376,1,7952.546234506855
1008,430,1,9418.384705905739
1010,496,1,7673.439831055085
1011,580,1,5869.801734055054
1013,378,1,9694.045567193521
1014,613,1,3159.788084032708
1015,418,1,5792.701485595004
1017,529,1,6126.65088206599
1018,368,1,7514.443172555471
1019,500,1,3201.0189158812886
1021,506,1,4501.926207958765
1022,457,1,3138.080171321014
1023,480,1,3941.3457382495108
1024,441,1,4232.173915363917
1026,351,1,3802.321655408955
1027,342,1,2686.6298884477283
1028,652,1,2920.0993671070346
1029,514,1,6895.063824361823
1031,457,1,4623.219220543225
1032,433,1,3156.9771166238065
1033,297,1,6528.214979148767
1034,490,1,4623.7691874769835
1035,602,1,2796.7091707587992
1036,410,1,9755.820957317666
1037,294,1,948.4110172871733
1038,632,1,1751.0218051304437
1039,481,1,8324.69499812625
1040,534,1,8766.27499683266
1041,524,1,1915.7441492947687
1042,547,1,4531.071639582221
1043,458,1,2621.7739888180427
1044,427,1,7489.348640163829
1045,512,1,8595.888890536453
1046,381,1,1511.288647713299
1047,534,1,6242.301685286115
1048,619,1,3325.2867440702016
1049,501,1,4963.920136172994
1050,614,1,779.1842790034452
1051,395,1,8502.101486167556
1052,386,1,5236.172043332197
1053,646,1,2500.8020731522806
1054,390,1,2375.307204703919
1055,550,1,3486.309950433649
1056,321,1,1613.72550039194
1057,311,1,2117.7331612300336
1058,474,1,4779.80337256741
1059,345,1,8875.53693329793
1060,394,1,6440.516061478636
1062,320,1,3960.140204052798
1063,495,1,6443.538524502948
1064,643,1,2155.9398865582825
1065,537,1,1621.042356177843
1066,536,1,3658.377470672988
1067,471,1,5703.652319502199
1069,417,1,3833.62377076685
1070,459,1,3312.0367867662717
1071,353,1,6355.754111492326
1073,573,1,199.49794473204014
1074,590,1,8731.108515782835
1075,320,1,7781.069740225887
1076,605,1,2799.9066414879044
1077,576,1,6139.764736850082
1078,503,1,4877.331237827316
1081,532,1,6180.054071657103
1082,378,1,7885.561372355958
1083,307,1,2589.766095729395
1084,639,1,3242.269515626266
1085,430,1,6868.286902681774
1086,560,1,6131.421114218683
1087,416,1,9612.423596706125
1092,547,1,1610.429340705349
1093,439,1,8375.907155881387
1094,646,1,7478.861139512873
1098,552,1,1414.4649380040837
1100,604,1,9423.661114726148
1101,612,1,4818.0114928145085
1102,494,1,8098.872894150889
1103,509,1,2566.213028732925
1104,615,1,961.9615664093277
1106,593,1,677.9611698773989
1107,539,1,6106.170906743927
1109,557,1,6084.252239942277
1110,300,1,8784.418510655514
1111,444,1,4810.411348445054
1112,364,1,812.4594411212864
1113,590,1,9366.648691255812
1115,559,1,3809.2366432750687
1116,332,1,4352.4704730921085
1118,306,1,9312.087278909687
1119,502,1,8087.416918464308
1120,360,1,5993.591601250309
1121,569,1,2938.6022935551687
1122,525,1,9682.483393750534
1123,391,1,2187.9282166840917
1124,304,1,1196.9939361959182
1125,498,1,2002.1201046661017
1126,411,1,6804.046406717631
1127,569,1,3119.239295106329
1128,517,1,4561.241019379019
1129,472,1,3999.855169168434
1130,572,1,1596.971802139724
1131,652,1,8840.898578115733
1133,437,1,5721.3631528736605
1134,445,1,8642.354432825217
1135,322,1,1288.0138081204009
1136,400,1,6553.306857320995
1137,521,1,3483.6192761398643
1138,591,1,2517.15589310949
1141,329,1,3138.9982681524975
1143,508,1,9781.602638944201
1144,568,1,2182.2496805966184
1145,536,1,3303.696370869459
1147,423,1,2360.8303563566224
1148,397,1,4957.6957349873055
1150,340,1,1142.3386031825348
1152,334,1,3002.063090062125
1158,604,1,8438.495554173158
1159,507,1,3047.0998410885063
1160,643,1,4932.738105857827
1162,462,1,7196.054252253947
1163,573,1,4212.00960241731
1164,422,1,7286.566697545136
1166,446,1,8299.29045487647
1167,424,1,8771.400059317479
1168,325,1,6610.273668252314
1169,334,1,700.5636573080196
1171,373,1,4359.252279013045
1172,305,1,2787.6253231498736
1174,645,1,7509.703951108617
1176,374,1,1042.4512104874104
1177,298,1,1335.69861208444
1178,494,1,9655.264813567774
1179,406,1,6996.293497054148
1180,572,1,5516.753969390402
1182,497,1,7398.034038157537
1183,605,1,3445.9921422705243
1184,538,1,9681.441677286004
1185,641,1,4675.669527207466
1187,318,1,1482.4916667242242
1189,366,1,495.5796263699715
1190,562,1,5657.0541228322445
1191,362,1,9780.415879173603
1192,598,1,1068.6053021091395
1193,315,1,509.204632463147
1194,489,1,7025.122032482159
1195,581,1,146.76312687378697
1196,337,1,3204.6254346613428
1197,540,1,3782.791925243493
1198,584,1,2229.690033191432
1201,639,1,6959.11778254053
1203,551,1,3656.598359959205
1204,377,1,183.85420364888094
1205,289,1,8011.2975884971465
1206,388,1,5776.777990432974
1207,300,1,9448.85536026264
1208,443,1,2022.7428389926004
1209,455,1,6929.255088598779
1210,552,1,3208.6816395408
1211,399,1,7153.189144711918
1212,495,1,2609.498654792276
1213,422,1,3505.9133095440757
1216,502,1,4089.694480489449
1220,622,1,7124.958661993955
1221,397,1,2080.0836093396856
1222,633,1,6869.200693079711
1223,392,1,2475.6455690637213
1225,504,1,6239.222231547866
1227,290,1,5293.611678340268
1229,578,1,9138.446715977905
1231,529,1,4836.087700550238
1232,438,1,5310.654000743214
1233,336,1,5313.0572241578475
1235,423,1,3261.249210351684
1236,402,1,8083.556416643741
1237,559,1,9801.54697540599
1238,483,1,2306.9743022134267
1239,612,1,3614.5632574512674
1240,464,1,6765.708474668035
1242,443,1,8061.645180504838
1244,473,1,9095.877024623154
1245,356,1,8737.087924135765
1246,593,1,6797.6014466813795
1247,623,1,1971.5935554488165
1248,427,1,1155.179425499669
1250,558,1,7937.308739941987
1252,414,1,999.7878191563433
1253,487,1,8687.194902432184
1254,436,1,4714.708909936121
1255,380,1,1244.441971445385
1256,297,1,2681.468069650787
1257,485,1,9070.883960770348
1258,495,1,4910.023479985469
1264,587,1,1177.2569815804625
1266,373,1,300.5324626133819
1269,452,1,2407.132327311483
1270,565,1,7808.6479567665065
1271,359,1,4453.446353399353
1272,435,1,4825.10183157927
1273,307,1,6893.1529242450215
1274,518,1,7567.5957895266265
1275,436,1,7986.7570968609325
1276,551,1,4972.783552252627
1277,355,1,5050.59545655442
1278,609,1,2247.6197902271565
1280,542,1,7433.954987901298
1281,413,1,9999.881237696276
1283,374,1,8678.656714064675
1284,641,1,4760.911541349406
1285,533,1,9014.04602692956
1288,370,1,5531.9816568810165
1289,604,1,4988.639681572339
1290,453,1,5402.548477564209
1292,413,1,5958.119429405333
1293,470,1,9613.68981879928
1294,556,1,7007.150734208012
1295,296,1,9256.994259960891
1298,314,1,4987.977677794744
1299,565,1,9988.182473412118
1300,650,1,4903.591221231345
1301,388,1,9788.100271559411
1302,386,1,5257.86235481007
1304,391,1,6462.755756998225
1306,358,1,1748.4896649943319
1307,552,1,7016.020655285242
1308,535,1,6659.52605570375
1309,593,1,699.2152849807903
1310,488,1,6765.240320827623
1311,391,1,7754.71495075171
1312,614,1,8830.058358112705
1313,489,1,7739.054540413355
1314,564,1,9437.91572874016
1315,445,1,2312.5487912103067
1317,312,1,8781.67999728311
1319,387,1,201.91990713123246
1321,520,1,5958.18676924904
1322,628,1,7826.946760643153
1323,558,1,9493.0718146787
1324,313,1,7315.79810794971
1325,575,1,5435.029885173274
1326,385,1,7964.9509666241465
1327,571,1,1233.4146952194194
1328,498,1,4821.370779248982
1329,477,1,9665.671234670093
1330,554,1,7435.924213242764
1333,631,1,5685.147182348726
1334,482,1,9671.864307511793
1335,507,1,9686.121247549409
1336,551,1,9942.621427375978
1337,408,1,2791.262692714397
1338,469,1,8808.832776116384
1339,552,1,1844.8255337717128
